STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,SEX,Sex,AGE,Age,ATTAINMENT_LEV,Educational attainment level,EDUCATION_FIELD,Field of education,MEASURE,Measure,INCOME,Income,BIRTH_PLACE,Place of birth,MIGRATION_AGE,Age at migration,EDU_STATUS,Education status,LABOUR_FORCE_STATUS,Labour force status,DURATION_UNEMP,Unemployment duration,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,WORK_TIME_ARNGMNT,Work time arrangement,QUESTIONNAIRE,Questionnaire name,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,POL,Poland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2019,,32.014767,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,PRT,Portugal,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2019,,26.39628791809082,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,SVK,Slovak Republic,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2019,,25.786274,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,SVN,Slovenia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2019,,33.283279,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ESP,Spain,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2019,,38.596992,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,SWE,Sweden,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2019,,43.970543,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,TUR,Türkiye,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2019,,21.951159,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,BGR,Bulgaria,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2019,,28.11508560180664,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,HRV,Croatia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2019,,25.18015098571777,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ROU,Romania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2019,,18.44942665100098,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,AUT,Austria,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,34.205894,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,BEL,Belgium,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,42.442284,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,24.853664,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,DNK,Denmark,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,39.326214,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,EST,Estonia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,42.209454,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,FIN,Finland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,47.874241,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,FRA,France,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,39.71731567382813,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,DEU,Germany,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,31.21740341186523,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,GRC,Greece,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,32.744011,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,HUN,Hungary,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,27.203154,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,IRL,Ireland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,49.943962,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ITA,Italy,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,19.987385,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,LVA,Latvia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,37.833885,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,LTU,Lithuania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,44.13818,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,LUX,Luxembourg,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,51.312302,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,NLD,Netherlands,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,42.05917,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,NOR,Norway,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,45.273285,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,POL,Poland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,32.875156,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,PRT,Portugal,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,27.45695877075195,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,SVK,Slovak Republic,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,26.773348,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,SVN,Slovenia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,35.881027,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,ESP,Spain,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,39.68692,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,SWE,Sweden,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,44.608795,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,EU25,European Union (25 countries),_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,37.01594199347478,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,OECD,OECD,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2020,,39.19529514038745,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,AUT,Austria,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2021,,34.604504,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,BEL,Belgium,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2021,,44.873066,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2021,,26.537458,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,DNK,Denmark,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2021,,41.881645,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,EST,Estonia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2021,,41.226608,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,FIN,Finland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2021,,42.33107,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,FRA,France,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2021,,40.70306777954102,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,DEU,Germany,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2021,,32.33222579956055,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA(1.0),"Adults' educational attainment distribution, by age group and gender",I,GRC,Greece,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC,LSO-NEAC regular data collection,A,Annual,2021,,34.556225,,A,Normal value,,,0,Units,1,One
